Course,Course Title,Class Section Availability,Course Start/End Date,Credits,Schedule,Instructor,Class Type,Delivery Method,Course Attribute,Class Comments,Avail Seats:,Course Schedule
HSJ115,Introduction to Human Services & Restorative Justice,01,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 12:15PM,"Alberti,Susan",,On Campus,NA,W/D 11/14/2025,6 of 15,Click for Details
ECO111,Principles of Macroeconomics,01,8/18/2025 to 12/3/2025,3.00,MW 9:30AM - 10:45AM,"Baumgardner,Gerald",,On Campus,NA,W/D 11/14/2025,1 of 25,Click for Details
ENL111,English Composition I,10,8/18/2025 to 12/5/2025,3.00,MWF 9:00AM - 9:50AM,"Account,Test",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 20,Click for Details
ECO111,Principles of Macroeconomics,91,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Bergan,Nicholas",,Distance Learning,NA,W/D 11/14/2025,1 of 25,Click for Details
FIT150,Personal Fitness,90,8/18/2025 to 12/12/2025,1.00,No scheduled meetings,"Arrigonie,John",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",0 of 22,Click for Details
PSY111,General Psychology,01,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 12:15PM,"Slamka,Susan Koons",,On Campus,NA,W/D 11/14/2025,0 of 25,Click for Details
PPT370,Polymer Synthesis & Formulation,21,8/18/2025 to 12/5/2025,3.00,MWF 12:00PM - 12:50PM,"Rice,Vii",,On Campus,Fall Only,withdrawal date 11/14/25,5 of 14,Click for Details
BBT412,Building Commissioning & Recommissioning,03,8/18/2025 to 12/3/2025,3.00,MW 10:30AM - 11:20AM...,"Zimmerman,Craig",,On Campus,Fall Only,11/14/2025,0 of 14,Click for Details
AVI120,Aviation Science I,01,8/18/2025 to 9/12/2025,2.00,MTWRF 11:45AM - 12:35PM...,"Keyser,Korey",,On Campus,Fall Only,9/08/2025,2 of 22,Click for Details
MET321,Engineering Ethics & Legal Issues,01,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 12:15PM,"Rankinen,Jeffrey",,On Campus,NA,11/14/2025,1 of 23,Click for Details
CSC124,"Information, Technology & Society",10,8/18/2025 to 12/3/2025,3.00,MW 9:30AM - 10:45AM,"Account,Test",,On Campus,NA,11/14/2025,0 of 24,Click for Details
MTH123,Technical Algebra & Trigonometry I,02,8/18/2025 to 12/3/2025,3.00,MW 10:00AM - 11:45AM,"Account,Test",,On Campus,NA,W/D 11/14/2025,0 of 1,Click for Details
MTH161,Statistics for STEM Fields with Computer Applications,99,8/18/2025 to 12/3/2025,3.50,MW 2:00PM - 3:15PM,"James,Bryan",,Hybrid,NA,"W/D 11/14/2025
50% in-person / 50% distance",0 of 25,Click for Details
ENL111,English Composition I,29,8/19/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM,"Stubbs,Lisa",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
BBT412,Building Commissioning & Recommissioning,02,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 8:50AM...,"Zimmerman,Craig",,On Campus,Fall Only,11/14/2025,0 of 14,Click for Details
CIT281,Secure Database Development,01,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Cheskiewicz,Stephen",,On Campus,NA,11/14/2025,17 of 18,Click for Details
NUR214L##,Adult Medical-Surgical Nursing II Lab,71,9/27/2025 to 12/6/2025,0.00,S 6:30AM - 3:15PM,"Account,Test",,Off Campus,NA,"11/21/2025
Requires Associated Class NUR214-90		
Lab restricted to lecture section 90		
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",5 of 11,Click for Details
NUR271L##,Nursing Care of Children Lab,70,8/30/2025 to 11/1/2025,0.00,S 6:30AM - 3:15PM,"Account,Test",,Off Campus,NA,"10/15/2025
Requires Associated Class NUR271-90	
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 6,Click for Details
PLH245,Hydronic Heating Systems,02,8/18/2025 to 12/3/2025,4.00,MW 8:00AM - 8:50AM...,"Hampton,Daniel",,On Campus,NA,11/14/2025,-5 of 16,Click for Details
BIO201,Microbiology,01,8/19/2025 to 12/4/2025,4.00,TR 11:00AM - 12:15PM...,"Miller,Tammy",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
QAL102,Radiation Safety,01,8/19/2025 to 12/4/2025,2.00,TR 10:00AM - 10:50AM,"Nau,Michael",,On Campus,NA,withdrawal date 11/14/25,5 of 10,Click for Details
AMT274,Automotive Air Conditioning Systems & Service,02,9/22/2025 to 10/10/2025,3.00,MTWRF 8:00AM - 11:00AM...,"Holley,Christopher",,On Campus,NA,10/07/2025,3 of 16,Click for Details
NUR186L##,Foundations of Nursing Lab,72,8/23/2025 to 12/6/2025,0.00,S 6:30AM - 12:15PM...,"Account,Test",,Off Campus,NA,"11/14/25
Requires Associated Class NUR 186-90	
Lab restricted to lecture section NUR 186-90		
Health/nursing requirements needed
see clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",10 of 10,Click for Details
ENL201,Technical & Professional Communication,22,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Vetock,Jeffrey",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
ENL201,Technical & Professional Communication,92,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Bleil,Robert",,Distance Learning,NA,W/D 11/14/2025,0 of 24,Click for Details
PAS647,Pediatrics Clinical Experience,01,8/18/2025 to 9/19/2025,4.00,No scheduled meetings,"Kavanagh,Kimberly",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",2 of 5,Click for Details
HSJ455,Internship II,98,8/18/2025 to 12/12/2025,6.00,No scheduled meetings,"Winder,Elizabeth",,Hybrid,NA,W/D 11/14/2025,10 of 15,Click for Details
WEL252,Welding Blueprint & Layout II,01,8/19/2025 to 12/4/2025,3.00,TR 9:00AM - 9:50AM...,"Allen,Michael",,On Campus,NA,withdraw date 11/14/25,4 of 15,Click for Details
EET303,Industrial Electronics & Applications,03,8/19/2025 to 12/4/2025,3.00,TR 9:00AM - 11:15AM,"Meck,Allan",,On Campus,NA,11/142025,1 of 12,Click for Details
ENL201,Technical & Professional Communication,07,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 9:15AM,"Disalvo,Karen",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
BCT140,Roof Structures,04,8/18/2025 to 12/3/2025,3.00,MW 11:30AM - 11:55AM...,"Kahn,Bernard",,On Campus,NA,11/14/2025,4 of 18,Click for Details
SPC101,Fundamentals of Speech,03,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Hill,Joshua",,On Campus,NA,W/D 11/14/2025,3 of 20,Click for Details
ELT111,Direct Current Fundamentals,22,8/18/2025 to 12/3/2025,5.00,MW 3:30PM - 5:15PM...,"Yokitis,Kevin",,On Campus,NA,11/14/2025,13 of 15,Click for Details
ENL111,English Composition I,26,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Stubbs,Lisa",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
BIO103,Human Anatomy & Physiology Survey,42,8/18/2025 to 12/3/2025,4.00,MW 5:00PM - 6:15PM...,"Brelsford,Kindra",,On Campus,NA,W/D 11/14/25,7 of 24,Click for Details
BCM345,Construction Contracts & Administration,01,8/19/2025 to 12/4/2025,2.00,TR 11:30AM - 1:15PM,"Account,Test",,On Campus,NA,11/14/2025,0 of 20,Click for Details
ART140,Ceramics,04,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 1:15PM,"Kaplan,Gerald",,On Campus,NA,W/D 11/14/2025,0 of 16,Click for Details
HRM300,Human Resource Management,01,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 12:15PM,"Derr,Kevin; Keeley, Todd",,On Campus,NA,W/D 11/14/2025,-2 of 25,Click for Details
PHA475,Human Cadaver Anatomy,01,8/19/2025 to 12/4/2025,4.00,TR 1:00PM - 3:45PM,"Porter,Michael; Sedor, Melissa",,On Campus,Fall Only,11/14/2025,27 of 30,Click for Details
FIT150,Personal Fitness,91,8/18/2025 to 12/12/2025,1.00,No scheduled meetings,"Arrigonie,John",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",0 of 22,Click for Details
FOR254,Basic Tree Felling & Timber Operations,90,8/18/2025 to 12/5/2025,3.00,No scheduled meetings,"Easton,Eric",,Distance Learning,Fall Only,W/D 11/14/2025,12 of 34,Click for Details
AVI125,Aviation Basic Electricity I,01,10/13/2025 to 11/10/2025,2.00,MTWRF 11:45AM - 12:35PM...,"Keyser,Korey",,On Campus,Fall Only,11/03/2025,1 of 22,Click for Details
CIT273,Systems Administration,02,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Becker,David",,On Campus,NA,11/14/2025,4 of 22,Click for Details
DSM120,Basic Electricity,02,8/19/2025 to 12/4/2025,4.00,TR 2:00PM - 5:45PM,"Bell,Jeremy",,On Campus,NA,WD 11/14/2025,8 of 16,Click for Details
ABM355,Advanced Topics in Automotive Technology,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Garner,Ronald",,Distance Learning,NA,"11/14/2025
100% of instruction via distance",9 of 16,Click for Details
CIT224,Game & Simulation Design Principles I,21,8/18/2025 to 12/3/2025,3.00,MW 2:00PM - 3:15PM,"Krepshaw,Robert",,On Campus,Fall Only,11/14/2025,16 of 22,Click for Details
CIT160,Introduction to Programming,01,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 12:15PM,"Maize,John",,On Campus,NA,11/14/2025,13 of 22,Click for Details
BIO111,Basic Botany,01,8/18/2025 to 12/3/2025,3.00,MW 1:00PM - 1:50PM,"Dincher,Michael",,On Campus,NA,"W/D 11/14/25
Need BIO111 and BIO111L together",0 of 30,Click for Details
WEL119,Shielded Metal Arc Welding,21,10/13/2025 to 12/12/2025,4.00,MW 12:00PM - 3:45PM...,"Bell,Matthew",,On Campus,Fall Only,withdraw date 12/2/25,0 of 15,Click for Details
FYE101,First Year Experience,09 HY,8/21/2025 to 12/4/2025,1.00,R 8:00AM - 9:45AM,"Welshans,Seth",,On Campus,NA,11/14/2025,14 of 24,Click for Details
MKT240,Principles of Marketing,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Moff,Steven",,Distance Learning,NA,W/D 11/14/2025,-4 of 20,Click for Details
BCT234,Masonry Principles,03,8/18/2025 to 12/3/2025,5.00,MW 8:00AM - 8:50AM...,"Bierly,Scott",,On Campus,NA,11/14/2025,0 of 18,Click for Details
BSD442,Architectural Theory,01,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Jabbour,Naim",,On Campus,Fall Only,11/14/2025,-1 of 13,Click for Details
DSM154,Diesel Engine Technology,02,8/18/2025 to 12/5/2025,5.00,F 8:00AM - 9:45AM...,"Fry,Jeremy",,On Campus,NA,WD 11/14/2025,3 of 22,Click for Details
SPC101,Fundamentals of Speech,08,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 12:15PM,"Stetter,Robin",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
NUR362,Pharmacology in Healthcare II,01,8/22/2025 to 12/5/2025,2.00,F 10:00AM - 11:45AM,"Account,Test",,On Campus,NA,"11/14/25
Restricted to BGN major
Webcam required for exam proctoring
May require identity verification fees",0 of 15,Click for Details
BCM482,Construction Management Concepts I,02,8/19/2025 to 12/4/2025,1.00,TR 12:00PM - 12:50PM,"Martin,Bradley",,On Campus,Fall Only,11/14/2025,0 of 20,Click for Details
PAS647,Pediatrics Clinical Experience,02,9/22/2025 to 10/31/2025,4.00,No scheduled meetings,"Kavanagh,Kimberly",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",1 of 5,Click for Details
SOC111,Introduction to Sociology,02,8/18/2025 to 12/3/2025,3.00,MW 9:30AM - 10:45AM,"Cooley,Rob",,On Campus,NA,W/D 11/14/2025,3 of 25,Click for Details
NUR330L##,Obstetrical Nursing Lab,02,8/18/2025 to 11/17/2025,0.00,M 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"10/27/2025
Requires Associated Class NUR330-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",1 of 8,Click for Details
FYE101,First Year Experience,51 ET,8/18/2025 to 12/3/2025,1.00,MW 6:00PM - 6:50PM,"Rich,Mikayla",,On Campus,NA,11/14/2025,1 of 24,Click for Details
CCD104,Detailing I,21,8/18/2025 to 12/5/2025,3.00,MWF 1:00PM - 2:50PM...,"Schreck,Shane",,On Campus,Fall Only,11/14/2025,7 of 18,Click for Details
PHA641,Internal Medicine Clinical Experience,03,11/3/2025 to 12/12/2025,4.00,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"December 4, 2025
Callback dates 12/11/2025 &12/12/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
ACR152,Fundamentals of HVAC Electrical Controls,04,8/19/2025 to 12/4/2025,4.00,TR 1:00PM - 1:50PM...,"Copp,Jacob",,On Campus,NA,11/14/2025,3 of 18,Click for Details
CST100,Introduction to Concrete Science Technology,90,8/18/2025 to 12/12/2025,1.00,No scheduled meetings,"Reber,Franklin",,Distance Learning,NA,11/14/2025,1 of 18,Click for Details
CIT335,Fundamentals of Cryptography,01,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Warner,Phillip",,On Campus,Fall Only,11/14/2025,5 of 16,Click for Details
HSJ225,Counseling Theories & Techniques,01,8/18/2025 to 12/3/2025,3.00,MW 9:30AM - 10:45AM,"Moore,Sarah",,On Campus,NA,W/D 11/14/2025,8 of 20,Click for Details
FYE101,First Year Experience,38 ET,8/19/2025 to 12/4/2025,1.00,TR 2:30PM - 3:20PM,"Alexander,Michele",,On Campus,NA,11/14/2025,0 of 24,Click for Details
NUR214L##,Adult Medical-Surgical Nursing II Lab,03,8/27/2025 to 11/12/2025,0.00,W 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"10/29/2025
Requires Associated Class NUR214 		
Lab restricted to lecture section 01 		
Health/nursing requirements needed
See grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",0 of 8,Click for Details
MTH153,Topics in Mathematics,21,8/19/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM,"Shahrtash,Hossein",,On Campus,NA,W/D 11/14/2025,2 of 24,Click for Details
AMT112,Brake Systems,02,9/15/2025 to 10/10/2025,3.00,MTWR 8:00AM - 9:45AM...,"Faryniak,John",,On Campus,NA,10/06/2025,0 of 19,Click for Details
PHS115,College Physics I,21,8/18/2025 to 12/5/2025,4.00,T 9:30AM - 12:15PM...,"Hurst,Travis",,On Campus,NA,W/D 11/14/2025,10 of 20,Click for Details
BBT495,Senior Seminar - Lecture,03,8/19/2025 to 12/2/2025,1.00,T 11:00AM - 11:50AM,"Zimmerman,Craig",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
PHS115,College Physics I,22,8/18/2025 to 12/5/2025,4.00,R 8:00AM - 10:45AM...,"Hurst,Travis",,On Campus,NA,W/D 11/14/2025,10 of 20,Click for Details
ENL111,English Composition I,25,8/19/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM,"Gilchrist,Brian",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
AMT274,Automotive Air Conditioning Systems & Service,03,10/13/2025 to 11/3/2025,3.00,MTWRF 8:00AM - 11:00AM...,"Holley,Christopher",,On Campus,NA,10/29/2025,2 of 16,Click for Details
MTH181,College Algebra & Trigonometry I,25,8/18/2025 to 12/3/2025,3.00,MW 3:00PM - 4:45PM,"Kulpon,Mary",,On Campus,NA,W/D 11/14/2025,7 of 25,Click for Details
DSM1551,Powertrain and Brake Systems Lab Dual,01,8/18/2025 to 12/12/2025,1.00,No scheduled meetings,"Weaver,Christopher",,On Campus,NA,11/14/2025,0 of 5,Click for Details
PPT119,Polymer Processing Survey - Lab,02,8/22/2025 to 12/5/2025,1.00,F 8:00AM - 10:45AM,"Perez,Jose",,On Campus,Fall Only,withdrawal date 11/14/2025,11 of 12,Click for Details
SPC101,Fundamentals of Speech,01,8/18/2025 to 12/5/2025,3.00,MWF 9:00AM - 9:50AM,"Gilchrist,Brian",,On Campus,NA,W/D 11/14/2025,1 of 20,Click for Details
AMT122,Engine Principles,01,11/10/2025 to 12/12/2025,3.00,TR 9:00AM - 9:50AM...,"Pruden,Eric",,On Campus,NA,12/01/2025,0 of 17,Click for Details
BCM230,Construction Surveying,02,8/18/2025 to 12/5/2025,3.00,MF 12:00PM - 3:15PM,"Krick,Jason",,On Campus,NA,11/14/2025,0 of 14,Click for Details
BIO103,Human Anatomy & Physiology Survey,01,8/19/2025 to 12/4/2025,4.00,TR 11:00AM - 12:15PM...,"Hensler Jansen,Laura",,On Campus,NA,W/D 11/14/2025,4 of 24,Click for Details
CIT360,Data Structures & Algorithms,21,8/19/2025 to 12/4/2025,3.00,TR 2:00PM - 3:15PM,"Warner,Phillip",,On Campus,Fall Only,11/14/2025,6 of 17,Click for Details
AMT100,Introduction to Automotive Technology,01,8/18/2025 to 9/12/2025,3.00,MTWR 8:00AM - 9:45AM...,"Young,Harrison",,On Campus,NA,9/08/2025,0 of 17,Click for Details
PAS640,Family Medicine Clinical Experience,01,8/18/2025 to 9/19/2025,4.00,No scheduled meetings,"Dorman,Heather",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",0 of 5,Click for Details
BCM425,Construction Management Capstone I,01,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 10:15AM,"Sheppard,Wayne; Group, Brandon; Martin, Bradley",,On Campus,Fall Only,11/14/2025,6 of 20,Click for Details
ELT227,Industrial Motor Control,01,8/18/2025 to 12/3/2025,4.00,MW 8:00AM - 9:15AM...,"Fagnano,Vincent",,On Campus,NA,11/14/2025,0 of 17,Click for Details
CSC124,"Information, Technology & Society",45,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 6:15PM,"Keeley,Todd",,On Campus,NA,11/14/2025,0 of 2,Click for Details
GEL105,Introduction to Physical Geology,90,8/18/2025 to 12/12/2025,4.00,No scheduled meetings,"Ciavarella,Veronica",,Distance Learning,NA,W/D 11/14/2025,-1 of 20,Click for Details
ACC113,Introduction to Financial Accounting,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Nolan,Robert",,Distance Learning,NA,W/D 11/14/2025,1 of 20,Click for Details
ENL111,English Composition I,43,8/21/2025 to 12/4/2025,3.00,R 6:30PM - 9:15PM,"Account,Test",,On Campus,ENL111 Summer Discount,W/D 11/142025,23 of 23,Click for Details
EET209,Systems Troubleshooting Applications,01,8/19/2025 to 12/4/2025,1.00,TR 11:00AM - 12:15PM,"Sarge,Clark",,On Campus,Fall Only,11/14/2025,2 of 12,Click for Details
DEN204,Pharmacology,21,8/21/2025 to 12/4/2025,2.00,R 2:00PM - 3:45PM,"Minnick,Tiana",,On Campus,Fall Only,11/14/2025,3 of 37,Click for Details
SPC101,Fundamentals of Speech,04,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Disalvo,Karen",,On Campus,NA,W/D 11/14/2025,4 of 20,Click for Details
HRT110L##,Soils & Fertilizers Lab,02,8/22/2025 to 12/5/2025,0.00,F 8:00AM - 10:45AM,"Shelinski,Justin",,On Campus,NA,WD 11/14/2025,11 of 13,Click for Details
HRT142L##,Introduction to Plant Propagation Lab,01,8/18/2025 to 12/1/2025,0.00,M 8:00AM - 10:45AM,"Shelinski,Justin",,On Campus,NA,WD 11/14/2025,12 of 12,Click for Details
BBT407,Building Control Networks I,01,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 8:50AM...,"Fisher,Andrew",,On Campus,Fall Only,11/14/2025,0 of 14,Click for Details
EET400,Digital Signal Processing,01,8/19/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM,"Fedor,Christopher",,On Campus,Fall Only,11/14/2025,6 of 14,Click for Details
MTH005,Elementary Algebra I,25,8/18/2025 to 12/4/2025,3.00,TR 11:00AM - 12:15PM...,"Henry,LeAnn",,On Campus,NA,W/D 11/14/2025,10 of 22,Click for Details
PLH233,Basic Heating Systems,01,8/19/2025 to 12/4/2025,3.00,TR 1:00PM - 1:50PM...,"Swain,Nathan",,On Campus,NA,11/14/2025,0 of 18,Click for Details
AVC450,Avionics Integration Management,01,8/18/2025 to 12/5/2025,3.00,F 8:00AM - 10:45AM...,"Krepps,Matthew; Smith, Thomas",,On Campus,NA,11/14/2025,3 of 12,Click for Details
PHA644,Surgery Clinical Experience,02,9/22/2025 to 10/31/2025,4.00,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
ENL111,English Composition I,09,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 12:15PM,"Nagy,Eric",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
PTA230L##,Clinical Neurology Lab,22,8/20/2025 to 12/3/2025,0.00,W 1:00PM - 3:45PM,"Tilburg,Christine",,On Campus,NA,11/14/2025,3 of 6,Click for Details
ART135,Art History: 16th through 20th Centuries,92,8/18/2025 to 12/13/2025,3.00,No scheduled meetings,"Kaplan,Gerald",,Distance Learning,NA,W/D 11/14/2025,0 of 25,Click for Details
BCT330,Residential Building Systems,02,8/18/2025 to 12/1/2025,3.00,M 11:00AM - 2:15PM,"Francis,Matthew",,On Campus,NA,11/14/2025,8 of 20,Click for Details
BBT239,Fundamentals of Elecronics for Building Automation Technologies,41,8/19/2025 to 12/4/2025,5.00,TR 12:00PM - 1:45PM...,"Seroskie,Scott",,On Campus,Fall Only,11/14/2025,11 of 15,Click for Details
FOR255,Forest Protection &  Integrated Pest Management,01,8/19/2025 to 12/4/2025,3.00,TR 12:00PM - 12:50PM,"Easton,Eric",,On Campus,Fall Only,"WD 11/14/25
Need FOR255 and FOR255L together",7 of 34,Click for Details
ENL111,English Composition I,04,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Morris,Debra",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 24,Click for Details
FYE101,First Year Experience,33 ET,8/19/2025 to 12/4/2025,1.00,TR 1:30PM - 2:20PM,"Jabbour,Naim",,On Campus,NA,11/14/2025,5 of 24,Click for Details
SGT206,Specialty Procedures I,01,8/21/2025 to 12/4/2025,4.00,R 8:00AM - 10:45AM,"Schiele,Tara",,On Campus,Fall Only,11/14/2025,0 of 10,Click for Details
ACH261,Architectural Design Studio II,21,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 2:45PM,"Komarnicki,Anthony",,On Campus,Fall Only,11/14/2025,-1 of 12,Click for Details
WEL252,Welding Blueprint & Layout II,41,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 5:50PM...,"Allen,Michael",,On Campus,NA,withdraw date 11/14/25,0 of 15,Click for Details
SPC101,Fundamentals of Speech,05,8/18/2025 to 12/5/2025,3.00,MWF 10:00AM - 10:50AM,"Gilchrist,Brian",,On Campus,NA,W/D 11/14/2025,4 of 20,Click for Details
ELT227,Industrial Motor Control,22,8/19/2025 to 12/4/2025,4.00,TR 12:30PM - 1:45PM...,"Fagnano,Vincent",,On Campus,NA,11/14/2025,9 of 15,Click for Details
ART142,Wood Sculpture,21,8/18/2025 to 12/3/2025,3.00,MW 2:00PM - 4:15PM,"Wilson,Mark",,On Campus,NA,W/D 11/14/2025,0 of 15,Click for Details
FIT183,Fitness Nutrition,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Miller,Emily",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",0 of 22,Click for Details
PSY203,Developmental Psychology,21,8/18/2025 to 12/3/2025,3.00,MW 9:30AM - 10:45AM,"Slamka,Susan Koons",,On Campus,NA,W/D 11/14/2025,4 of 25,Click for Details
SGT206L##,Specialty Procedures I Lab,01,8/21/2025 to 12/4/2025,0.00,R 11:00AM - 1:45PM,"Schiele,Tara",,On Campus,NA,11/14/2025,0 of 10,Click for Details
AVI165,Engine Electrical Systems,02,8/18/2025 to 9/12/2025,4.00,MTWRF 8:00AM - 9:15AM...,"Reasner,Brett",,On Campus,Fall Only,9/08/2025,1 of 18,Click for Details
HRT142L##,Introduction to Plant Propagation Lab,02,8/20/2025 to 12/3/2025,0.00,W 8:00AM - 10:45AM,"Shelinski,Justin",,On Campus,NA,WD 11/14/2025,13 of 13,Click for Details
BBT495,Senior Seminar - Lecture,21,8/19/2025 to 12/2/2025,1.00,T 1:30PM - 2:20PM,"Zimmerman,Craig",,On Campus,Fall Only,11/14/2025,3 of 14,Click for Details
RST115,Vintage Automotive Mechanical & Applications I,01,8/18/2025 to 10/9/2025,4.00,TR 8:30AM - 9:20AM...,"Klinger,Roy",,On Campus,Fall Only,9/30/2025,12 of 18,Click for Details
BCT117,Construction Materials & Application I,01,8/19/2025 to 12/4/2025,3.00,TR 2:00PM - 3:15PM,"Kahn,Bernard",,On Campus,NA,11/14/2025,13 of 18,Click for Details
BCT260,Introduction to Electrical & Mechanical Systems,04,8/18/2025 to 12/3/2025,3.00,MW 3:00PM - 4:15PM,"Jennings,Darin",,On Campus,NA,11/14/2025,0 of 18,Click for Details
CSC124,"Information, Technology & Society",09,8/18/2025 to 12/5/2025,3.00,MWF 11:00AM - 11:50AM,"Webb,Melissa",,On Campus,NA,11/14/2025,0 of 24,Click for Details
RET122,Alternating Current Essentials,01,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 8:50AM...,"Stefanowicz,Keith",,On Campus,NA,11/14/2025,0 of 15,Click for Details
ENL201,Technical & Professional Communication,05,8/18/2025 to 12/5/2025,3.00,MWF 11:00AM - 11:50AM,"Morris,Debra",,On Campus,NA,W/D 11/14/2025,5 of 24,Click for Details
ELT235,Industrial Electronics,22,8/18/2025 to 12/4/2025,6.00,MTWR 1:30PM - 2:20PM...,"Snyder,Kevin",,On Campus,NA,11/14/2025,5 of 14,Click for Details
CSC124,"Information, Technology & Society",25,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Budnovitch,Michele",,On Campus,NA,11/14/2025,0 of 24,Click for Details
PPT251,Blow Molding,21,8/19/2025 to 12/2/2025,4.00,T 11:00AM - 1:45PM...,"Perez,Jose",,On Campus,Fall Only,withdrawal date 11/14/25,4 of 12,Click for Details
ELT246,Electrical Machinery Analysis,02,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 8:50AM...,"Counterman,Arthur",,On Campus,NA,11/14/2025,0 of 15,Click for Details
FHD399A,Senior Capstone and Sustainability,01,8/18/2025 to 12/11/2025,4.00,R 1:00PM - 9:45PM...,"Farr-Lepper,Amanda",,On Campus,NA,11/14/2025,6 of 15,Click for Details
MGT115,Principles of Management,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Bukeavich,Summer",,Distance Learning,NA,W/D 11/14/2025,-2 of 20,Click for Details
